N,Seed,Obj_Static,T_Static,Obj_K2,T_K2,Obj_K3,T_K3,Depth,Leaves,T_Train,T_Solve,Obj_Student,Impv_Student,Gap_Closed
20,2024,3.28214761347342,195.80862402915955,5.396972547246117,1201.3024475574493,6.364803678461193,1201.0348098278046,3,8,0.012606382369995117,0.5933220386505127,4.7378450128370835,44.35197836282362,47.222180115946124
20,2024,3.28214761347342,195.80862402915955,5.396972547246117,1201.3024475574493,6.364803678461193,1201.0348098278046,4,16,0.006990671157836914,0.7901608943939209,5.244192223287769,59.779292124462444,63.64785978231181
20,2024,3.28214761347342,195.80862402915955,5.396972547246117,1201.3024475574493,6.364803678461193,1201.0348098278046,5,32,0.018455028533935547,1.152421474456787,5.5547646610827615,69.2417683555763,73.7226923697813
20,2024,3.28214761347342,195.80862402915955,5.396972547246117,1201.3024475574493,6.364803678461193,1201.0348098278046,6,64,0.026897430419921875,2.403453826904297,5.842500946664433,78.00847599543066,83.05673027461688
20,2124,2.4436773331653967,75.96539282798767,4.016559493419493,1201.2994606494904,4.691162740877603,1201.2581942081451,3,8,0.01806926727294922,0.28157949447631836,3.444032683513425,40.93647458161861,44.50998199656054
20,2124,2.4436773331653967,75.96539282798767,4.016559493419493,1201.2994606494904,4.691162740877603,1201.2581942081451,4,16,0.013962745666503906,0.39351940155029297,3.697796849864891,51.32099478432291,55.80100820214474
20,2124,2.4436773331653967,75.96539282798767,4.016559493419493,1201.2994606494904,4.691162740877603,1201.2581942081451,5,32,0.0172579288482666,0.43601322174072266,3.9394273448152854,61.20898169941208,66.55215675782584
20,2124,2.4436773331653967,75.96539282798767,4.016559493419493,1201.2994606494904,4.691162740877603,1201.2581942081451,6,64,0.009763002395629883,1.3775629997253418,4.1420396714782175,69.50026974767825,75.5672242624989
20,2224,3.2216379317322046,262.03082060813904,5.299049689784566,1202.683667421341,6.205068883145987,1201.5314943790436,3,8,0.010565519332885742,0.9278886318206787,4.124474064868113,28.024134066812184,30.261673483948876
20,2224,3.2216379317322046,262.03082060813904,5.299049689784566,1202.683667421341,6.205068883145987,1201.5314943790436,4,16,0.013962745666503906,0.4131956100463867,4.807114950390542,49.213383137870515,53.142742181011904
20,2224,3.2216379317322046,262.03082060813904,5.299049689784566,1202.683667421341,6.205068883145987,1201.5314943790436,5,32,0.0076978206634521484,0.83685302734375,5.354219085490671,66.19555638928747,71.48082823059414
20,2224,3.2216379317322046,262.03082060813904,5.299049689784566,1202.683667421341,6.205068883145987,1201.5314943790436,6,64,0.009745597839355469,2.6185293197631836,5.529785260731183,71.64515001094296,77.36553540497385
20,2324,3.0577109428525753,219.52533745765686,5.016667274144929,1201.2165849208832,5.795900036396496,1201.1626267433167,3,8,0.004986763000488281,0.1641092300415039,4.410458274332359,44.24052360612574,49.40299173162583
20,2324,3.0577109428525753,219.52533745765686,5.016667274144929,1201.2165849208832,5.795900036396496,1201.1626267433167,4,16,0.006982326507568359,0.918623685836792,4.741932672185909,55.08112966891838,61.50859826680259
20,2324,3.0577109428525753,219.52533745765686,5.016667274144929,1201.2165849208832,5.795900036396496,1201.1626267433167,5,32,0.016986370086669922,3.2105283737182617,5.080737488494546,66.16147122640263,73.88191525602983
20,2324,3.0577109428525753,219.52533745765686,5.016667274144929,1201.2165849208832,5.795900036396496,1201.1626267433167,6,64,0.019533157348632812,1.3241596221923828,5.308935820606523,73.62451584955095,82.21582954449227
20,2424,3.9486633707451966,300.13108229637146,6.490461312987374,1201.3968131542206,7.612429479018352,1201.1415271759033,3,8,0.0049855709075927734,0.7416489124298096,5.637296710027929,42.76468214012509,46.09009662133254
20,2424,3.9486633707451966,300.13108229637146,6.490461312987374,1201.3968131542206,7.612429479018352,1201.1415271759033,4,16,0.005984306335449219,0.9611916542053223,6.347868717763094,60.759936255723844,65.4846754982598
20,2424,3.9486633707451966,300.13108229637146,6.490461312987374,1201.3968131542206,7.612429479018352,1201.1415271759033,5,32,0.016838550567626953,1.2590312957763672,6.559658447546666,66.123516533361,71.26533189183606
20,2424,3.9486633707451966,300.13108229637146,6.490461312987374,1201.3968131542206,7.612429479018352,1201.1415271759033,6,64,0.00897526741027832,2.3305163383483887,6.711634245940409,69.97230748170313,75.41340777611715
20,2524,3.345810127767937,268.37075328826904,5.507282486462989,1202.3700370788574,6.492761539604697,3616.95219540596,3,8,0.08351969718933105,1.3415093421936035,4.430978658490336,32.433655505918935,34.48316763457831
20,2524,3.345810127767937,268.37075328826904,5.507282486462989,1202.3700370788574,6.492761539604697,3616.95219540596,4,16,0.014823675155639648,0.4241452217102051,5.063827538446281,51.34832357700081,54.59307074828972
20,2524,3.345810127767937,268.37075328826904,5.507282486462989,1202.3700370788574,6.492761539604697,3616.95219540596,5,32,0.017774343490600586,0.7674121856689453,5.172262273397385,54.58923477071049,58.03877806182635
20,2524,3.345810127767937,268.37075328826904,5.507282486462989,1202.3700370788574,6.492761539604697,3616.95219540596,6,64,0.01959395408630371,1.2797937393188477,5.504148036886941,64.50867881611916,68.58504077949084
20,2624,3.100327880702761,300.3731198310852,5.104229097723261,1202.0676045417786,6.005519382114487,3621.9464287757874,3,8,0.0453336238861084,1.439784049987793,4.453685551716029,43.65208207289671,46.58411228160444
20,2624,3.100327880702761,300.3731198310852,5.104229097723261,1202.0676045417786,6.005519382114487,3621.9464287757874,4,16,0.01657700538635254,2.551025152206421,4.909473316775858,58.353358279738224,62.27284622008481
20,2624,3.100327880702761,300.3731198310852,5.104229097723261,1202.0676045417786,6.005519382114487,3621.9464287757874,5,32,0.02407073974609375,2.501835584640503,5.161489742617067,66.48206064731114,70.94753860159376
20,2624,3.100327880702761,300.3731198310852,5.104229097723261,1202.0676045417786,6.005519382114487,3621.9464287757874,6,64,0.0659339427947998,2.598029375076294,5.33588695035707,72.1071820683549,76.95048910090708
20,2724,2.829031659988173,300.3538703918457,4.650153299109886,1201.3246912956238,5.470928947569272,3604.4035408496857,3,8,0.01673150062561035,0.7494022846221924,3.9955412046954555,41.23352740110936,44.15423529865273
20,2724,2.829031659988173,300.3538703918457,4.650153299109886,1201.3246912956238,5.470928947569272,3604.4035408496857,4,16,0.01395726203918457,2.717081308364868,4.517019474496808,59.666628634184036,63.893014404588925
20,2724,2.829031659988173,300.3538703918457,4.650153299109886,1201.3246912956238,5.470928947569272,3604.4035408496857,5,32,0.017663955688476562,2.4522528648376465,4.721168630824881,66.88284891250096,71.62038356794461
20,2724,2.829031659988173,300.3538703918457,4.650153299109886,1201.3246912956238,5.470928947569272,3604.4035408496857,6,64,0.020027875900268555,9.096850156784058,4.8883759417990165,72.79325682129173,77.94944532822332
20,2824,3.271294145646154,300.2400677204132,5.382811931086725,1201.8680174350739,6.343735066182352,3621.159426689148,3,8,0.08763790130615234,0.43541646003723145,4.887482021912772,49.405152955066505,52.60273242242079
20,2824,3.271294145646154,300.2400677204132,5.382811931086725,1201.8680174350739,6.343735066182352,3621.159426689148,4,16,0.0069811344146728516,1.2764701843261719,5.326293282068199,62.81914878113586,66.88490322747718
20,2824,3.271294145646154,300.2400677204132,5.382811931086725,1201.8680174350739,6.343735066182352,3621.159426689148,5,32,0.01994466781616211,1.2544758319854736,5.621395509251725,71.84011155748189,76.4897169510239
20,2824,3.271294145646154,300.2400677204132,5.382811931086725,1201.8680174350739,6.343735066182352,3621.159426689148,6,64,0.02384662628173828,2.899282932281494,5.839812227109906,78.51687947053787,83.5986158202677
20,2924,4.558936519582851,300.27829337120056,7.492176690592497,1201.811892747879,8.796965641032944,3623.8628158569336,3,8,0.03997063636779785,2.3419976234436035,6.46501009723049,41.809609970661484,44.97547145205677
20,2924,4.558936519582851,300.27829337120056,7.492176690592497,1201.811892747879,8.796965641032944,3623.8628158569336,4,16,0.0169525146484375,1.7992441654205322,6.946447491872059,52.369910439280886,56.335407423351825
