N,Seed,Obj_Static,T_Static,Obj_K2,T_K2,Obj_K3,Depth,Leaves,T_Solve,Obj_Student,Impv_Student,Gap_Closed_K2
15,2924,3.2407218513631366,35.139562129974365,5.307721941754094,1201.4240505695343,6.192729493243799,6,64,1.4972343444824219,5.236295607954986,61.57806341054714,96.54444457302378
15,3024,2.027736331144251,13.75938630104065,3.3054326359415427,1201.6273028850555,3.8929423162845165,2,4,0.0491788387298584,2.4576961182820836,21.203929748361624,33.65117246747037
15,3024,2.027736331144251,13.75938630104065,3.3054326359415427,1201.6273028850555,3.8929423162845165,3,8,0.22869634628295898,2.6738503595434473,31.86380884316425,50.56867003318939
15,3024,2.027736331144251,13.75938630104065,3.3054326359415427,1201.6273028850555,3.8929423162845165,4,16,0.6629431247711182,3.0475405912970075,50.29274489436608,79.81585736170301
15,3024,2.027736331144251,13.75938630104065,3.3054326359415427,1201.6273028850555,3.8929423162845165,5,32,1.1325204372406006,3.29133188306267,62.315574885684086,98.89639245054327
15,3024,2.027736331144251,13.75938630104065,3.3054326359415427,1201.6273028850555,3.8929423162845165,6,64,3.0345993041992188,3.434857921956397,69.39371599748905,110.1295813041729
15,3124,2.5399582712015523,5.997788429260254,4.163895524572581,1201.5381662845612,4.872098526383102,2,4,0.06215620040893555,3.239815418333671,27.553883662862084,43.096317033144565
15,3124,2.5399582712015523,5.997788429260254,4.163895524572581,1201.5381662845612,4.872098526383102,3,8,0.0696871280670166,3.6454406092137117,43.52364172853911,68.07420272657447
15,3124,2.5399582712015523,5.997788429260254,4.163895524572581,1201.5381662845612,4.872098526383102,4,16,0.336367130279541,4.037034919990738,58.94099386447711,92.1880845877203
15,3124,2.5399582712015523,5.997788429260254,4.163895524572581,1201.5381662845612,4.872098526383102,5,32,0.4323558807373047,4.216637006378092,66.01205831556321,103.24775367373516
15,3124,2.5399582712015523,5.997788429260254,4.163895524572581,1201.5381662845612,4.872098526383102,6,64,1.2918567657470703,4.419179838757991,73.98631658099856,115.72008485275408
15,3224,2.2620872588608623,16.166460752487183,3.6805915852276763,1201.653669834137,4.313544106983495,2,4,0.15059924125671387,3.062570139306921,35.38691433367449,56.431472612869584
15,3224,2.2620872588608623,16.166460752487183,3.6805915852276763,1201.653669834137,4.313544106983495,3,8,0.4133598804473877,3.259402811467735,44.08828831426684,70.30754394392835
15,3224,2.2620872588608623,16.166460752487183,3.6805915852276763,1201.653669834137,4.313544106983495,4,16,0.4354274272918701,3.5541951346505285,57.1201606272405,91.08945611037477
15,3224,2.2620872588608623,16.166460752487183,3.6805915852276763,1201.653669834137,4.313544106983495,5,32,0.5197112560272217,3.7229229341967396,64.57910364039282,102.98422417064357
15,3224,2.2620872588608623,16.166460752487183,3.6805915852276763,1201.653669834137,4.313544106983495,6,64,2.3167479038238525,4.056659127534176,79.33256604685624,126.51155412896861
15,3324,2.7547874753090564,14.05916142463684,4.479063438769732,1201.488478422165,5.181408778903991,2,4,0.10190820693969727,3.4870766358321417,26.582419409356817,42.46937126313344
15,3324,2.7547874753090564,14.05916142463684,4.479063438769732,1201.488478422165,5.181408778903991,3,8,0.11530756950378418,3.839322753268179,39.369108785331974,62.8980105819272
15,3324,2.7547874753090564,14.05916142463684,4.479063438769732,1201.488478422165,5.181408778903991,4,16,0.1688368320465088,4.092687626769866,48.56636540757875,77.59199686201056
15,3324,2.7547874753090564,14.05916142463684,4.479063438769732,1201.488478422165,5.181408778903991,5,32,0.2813103199005127,4.195713555612898,52.30625205097487,83.56702238149042
15,3324,2.7547874753090564,14.05916142463684,4.479063438769732,1201.488478422165,5.181408778903991,6,64,0.22979998588562012,4.347175162531626,57.80437516487263,92.35109234061343
15,3424,2.704710200625476,3.1220157146453857,4.449268201669604,1201.1038320064545,5.164443234124157,2,4,0.08611488342285156,3.5000915476570094,29.40726688011151,45.59214119309837
15,3424,2.704710200625476,3.1220157146453857,4.449268201669604,1201.1038320064545,5.164443234124157,3,8,0.2751610279083252,3.7919493216229947,40.19798944619241,62.321752578406674
15,3424,2.704710200625476,3.1220157146453857,4.449268201669604,1201.1038320064545,5.164443234124157,4,16,0.8246638774871826,4.203220677451132,55.40373517573596,85.89628295125692
15,3424,2.704710200625476,3.1220157146453857,4.449268201669604,1201.1038320064545,5.164443234124157,5,32,0.9162149429321289,4.455318592800747,64.72443486812138,100.34681513182836
15,3424,2.704710200625476,3.1220157146453857,4.449268201669604,1201.1038320064545,5.164443234124157,6,64,1.7225837707519531,4.6731237695166685,72.77724498676376,112.83164949019098
15,3524,2.74593990033003,8.784837007522583,4.47688655820994,1201.3749558925629,5.2339078520492635,2,4,0.4865231513977051,3.402308479488824,23.90323907234481,37.91963063510716
15,3524,2.74593990033003,8.784837007522583,4.47688655820994,1201.3749558925629,5.2339078520492635,3,8,0.5907173156738281,3.865244133584638,40.762153356673274,64.66428229657575
15,3524,2.74593990033003,8.784837007522583,4.47688655820994,1201.3749558925629,5.2339078520492635,4,16,0.5974256992340088,4.296020703205548,56.44991730114766,89.55104398041249
15,3524,2.74593990033003,8.784837007522583,4.47688655820994,1201.3749558925629,5.2339078520492635,5,32,1.1535956859588623,4.527955576629414,64.89638305941097,102.95035194683723
15,3524,2.74593990033003,8.784837007522583,4.47688655820994,1201.3749558925629,5.2339078520492635,6,64,1.649876594543457,4.692580385831036,70.89159108205692,112.46103261698896
15,3624,2.0947501080195434,22.199233293533325,3.443541673804891,1201.5105600357056,4.049381198651428,2,4,0.0470128059387207,2.7190235308377733,29.80180883763943,46.28390617602507
15,3624,2.0947501080195434,22.199233293533325,3.443541673804891,1201.5105600357056,4.049381198651428,3,8,0.4112880229949951,2.9582987179935767,41.224421312500375,64.0238738052327
15,3624,2.0947501080195434,22.199233293533325,3.443541673804891,1201.5105600357056,4.049381198651428,4,16,0.657907247543335,3.210510929458345,53.264626514027704,82.7229981075051
15,3624,2.0947501080195434,22.199233293533325,3.443541673804891,1201.5105600357056,4.049381198651428,5,32,1.3886957168579102,3.399129559702864,62.268976461184224,96.70726632426947
15,3624,2.0947501080195434,22.199233293533325,3.443541673804891,1201.5105600357056,4.049381198651428,6,64,2.4117660522460938,3.6332755066731153,73.4467272618094,114.06694982984638
15,3724,2.0961778485270384,12.780714273452759,3.382218296022338,1201.2838599681854,3.9287117111793197,2,4,0.058013200759887695,2.63308748739336,25.61374452285155,41.74904762225871
15,3724,2.0961778485270384,12.780714273452759,3.382218296022338,1201.2838599681854,3.9287117111793197,3,8,0.8963892459869385,2.9671727771644285,41.55157584789043,67.72686895919527
15,3724,2.0961778485270384,12.780714273452759,3.382218296022338,1201.2838599681854,3.9287117111793197,4,16,0.5550792217254639,3.132912291676581,49.458324534726124,80.61445074831765
15,3724,2.0961778485270384,12.780714273452759,3.382218296022338,1201.2838599681854,3.9287117111793197,5,32,0.7686624526977539,3.291101063424467,57.00485842539974,92.91490148888148
15,3724,2.0961778485270384,12.780714273452759,3.382218296022338,1201.2838599681854,3.9287117111793197,6,64,1.5617191791534424,3.4518142460617147,64.67182154831316,105.41164550266843
15,3824,2.7472121294640015,12.927536487579346,4.471880238899104,1201.4891729354858,5.25588388095346,2,4,0.2488870620727539,3.3819130729967566,23.103455926302612,36.801338185620246
15,3824,2.7472121294640015,12.927536487579346,4.471880238899104,1201.4891729354858,5.25588388095346,3,8,0.3005549907684326,3.8458317518435257,39.99034550687834,63.700350019191
15,3824,2.7472121294640015,12.927536487579346,4.471880238899104,1201.4891729354858,5.25588388095346,4,16,1.008253812789917,4.275752667866495,55.63969822383981,88.62809777952883
15,3824,2.7472121294640015,12.927536487579346,4.471880238899104,1201.4891729354858,5.25588388095346,5,32,2.4677882194519043,4.569003900068602,66.31420089718532,105.6314406602735
15,3824,2.7472121294640015,12.927536487579346,4.471880238899104,1201.4891729354858,5.25588388095346,6,64,3.8598103523254395,4.813476609311767,75.21313908332614,119.80649891674229
15,3924,2.329835344430156,10.213620662689209,3.809706556829045,1202.021671295166,4.464404999806121,2,4,0.23839545249938965,2.9447026590999608,26.391020126797514,41.54870434117692
15,3924,2.329835344430156,10.213620662689209,3.809706556829045,1202.021671295166,4.464404999806121,3,8,0.43282103538513184,3.2582736563130723,39.84995395071572,62.73777772715145
15,3924,2.329835344430156,10.213620662689209,3.809706556829045,1202.021671295166,4.464404999806121,4,16,1.313934564590454,3.5770833720293678,53.533741368503044,84.28084938400875
15,3924,2.329835344430156,10.213620662689209,3.809706556829045,1202.021671295166,4.464404999806121,5,32,0.8817093372344971,3.8309326147743805,64.4293286189875,101.4343179168225
15,3924,2.329835344430156,10.213620662689209,3.809706556829045,1202.021671295166,4.464404999806121,6,64,3.463026523590088,3.994184578549852,71.436345838713,112.46581595581999
