N,Seed,Obj_Static,T_Static,Obj_K2,T_K2,Obj_K3,Depth,Leaves,T_Solve,Obj_Student,Impv_Student,Gap_Closed_K2
15,2024,2.3862061364855887,5.326771259307861,3.9143921288453782,1201.3076684474945,4.608227865193049,2,4,0.09806680679321289,2.9650786057621876,24.259114098548253,37.87971308274574
15,2024,2.3862061364855887,5.326771259307861,3.9143921288453782,1201.3076684474945,4.608227865193049,3,8,0.24121570587158203,3.307587026991211,38.612795282751,60.29245753541079
15,2024,2.3862061364855887,5.326771259307861,3.9143921288453782,1201.3076684474945,4.608227865193049,4,16,0.47559452056884766,3.7241286562570193,56.069025190838154,87.54971753833716
15,2024,2.3862061364855887,5.326771259307861,3.9143921288453782,1201.3076684474945,4.608227865193049,5,32,1.0853140354156494,3.881395414616679,62.659686238725776,97.84079199824714
15,2024,2.3862061364855887,5.326771259307861,3.9143921288453782,1201.3076684474945,4.608227865193049,6,64,2.759906530380249,4.032529544855243,68.99334400314486,107.73056529771222
15,2124,2.073308557801052,3.2638678550720215,3.3967926898754683,1201.0718157291412,3.9720896439745736,2,4,0.034119606018066406,2.616182921001136,26.183963846454954,41.01857740819212
15,2124,2.073308557801052,3.2638678550720215,3.3967926898754683,1201.0718157291412,3.9720896439745736,3,8,0.1280229091644287,2.8975138649491354,39.75314258203007,62.27542039784277
15,2124,2.073308557801052,3.2638678550720215,3.3967926898754683,1201.0718157291412,3.9720896439745736,4,16,0.2145087718963623,3.262698636193455,57.366766462097104,89.86810265176088
15,2124,2.073308557801052,3.2638678550720215,3.3967926898754683,1201.0718157291412,3.9720896439745736,5,32,0.3163793087005615,3.405408869982351,64.24997896087994,100.65102254708394
15,2124,2.073308557801052,3.2638678550720215,3.3967926898754683,1201.0718157291412,3.9720896439745736,6,64,1.211669683456421,3.489623355441818,68.31181940149361,107.01411247151471
15,2224,2.3118124568697023,6.50405740737915,3.7735294182642205,1201.14106798172,4.436927807962652,2,4,0.09633779525756836,2.888675090808532,24.95283007168875,39.464728752171474
15,2224,2.3118124568697023,6.50405740737915,3.7735294182642205,1201.14106798172,4.436927807962652,3,8,0.28322768211364746,3.2854260707686724,42.11473171216002,66.60753344273408
15,2224,2.3118124568697023,6.50405740737915,3.7735294182642205,1201.14106798172,4.436927807962652,4,16,0.5364761352539062,3.5582373308642805,53.91548394380976,85.27128759629734
15,2224,2.3118124568697023,6.50405740737915,3.7735294182642205,1201.14106798172,4.436927807962652,5,32,1.123586654663086,3.819837714197026,65.23129732457873,103.16807543155456
15,2224,2.3118124568697023,6.50405740737915,3.7735294182642205,1201.14106798172,4.436927807962652,6,64,1.5841820240020752,4.036557515891615,74.60575159964726,117.99446162111018
15,2324,2.6320654803354153,5.638549089431763,4.242303400715507,1201.4297931194305,4.943475215168025,2,4,0.049124956130981445,3.3871829892464764,28.689161213984438,46.89477867549027
15,2324,2.6320654803354153,5.638549089431763,4.242303400715507,1201.4297931194305,4.943475215168025,3,8,0.06217360496520996,3.650541195790486,38.69492317209684,63.250014334196216
15,2324,2.6320654803354153,5.638549089431763,4.242303400715507,1201.4297931194305,4.943475215168025,4,16,0.2597310543060303,3.9453933487931447,49.89723387468181,81.56110670575455
15,2324,2.6320654803354153,5.638549089431763,4.242303400715507,1201.4297931194305,4.943475215168025,5,32,0.19887685775756836,4.271621498352422,62.291612053970304,101.82073079175747
15,2324,2.6320654803354153,5.638549089431763,4.242303400715507,1201.4297931194305,4.943475215168025,6,64,0.9460601806640625,4.462796026853505,69.55490128174137,113.69317063940166
15,2424,3.0203814361866272,12.794677734375,4.882558698116881,1201.8373062610626,5.651326144153579,2,4,0.08232569694519043,3.890645523905055,28.81305246059176,46.733686717683845
15,2424,3.0203814361866272,12.794677734375,4.882558698116881,1201.8373062610626,5.651326144153579,3,8,0.2532939910888672,4.339227965339293,43.664899848469844,70.8228242345525
15,2424,3.0203814361866272,12.794677734375,4.882558698116881,1201.8373062610626,5.651326144153579,4,16,0.2820613384246826,4.674750173092902,54.77350367359537,88.84056156885013
15,2424,3.0203814361866272,12.794677734375,4.882558698116881,1201.8373062610626,5.651326144153579,5,32,0.4766695499420166,4.943605106060386,63.674860626276356,103.27822754533189
15,2424,3.0203814361866272,12.794677734375,4.882558698116881,1201.8373062610626,5.651326144153579,6,64,2.1540935039520264,5.136499286748694,70.06127852625674,113.6367570275554
15,2524,2.5412714833455174,11.761423587799072,4.162036870656794,1201.4415032863617,4.893749825704976,2,4,0.0771331787109375,3.270200962015631,28.683652393977884,44.9743981687165
15,2524,2.5412714833455174,11.761423587799072,4.162036870656794,1201.4415032863617,4.893749825704976,3,8,0.37204599380493164,3.641462612708799,43.29293963960548,67.8809615491859
15,2524,2.5412714833455174,11.761423587799072,4.162036870656794,1201.4415032863617,4.893749825704976,4,16,0.7353034019470215,4.0451626202008555,59.17868857031775,92.78894703879233
15,2524,2.5412714833455174,11.761423587799072,4.162036870656794,1201.4415032863617,4.893749825704976,5,32,1.0425419807434082,4.278722525984197,68.36935974866292,107.19941678425
15,2524,2.5412714833455174,11.761423587799072,4.162036870656794,1201.4415032863617,4.893749825704976,6,64,2.944363832473755,4.376360697763841,72.2114589662997,113.22361822290601
15,2624,2.375832757117147,29.097456455230713,3.8990591320228463,1201.320119380951,4.538472858430959,2,4,0.4059946537017822,3.0040833414781822,26.443384218818455,41.24472860443539
15,2624,2.375832757117147,29.097456455230713,3.8990591320228463,1201.320119380951,4.538472858430959,3,8,0.8661556243896484,3.305676501589223,39.13759256355886,61.044356885537866
15,2624,2.375832757117147,29.097456455230713,3.8990591320228463,1201.320119380951,4.538472858430959,4,16,1.1087267398834229,3.690627857606774,55.3403894508555,86.31646104283247
15,2624,2.375832757117147,29.097456455230713,3.8990591320228463,1201.320119380951,4.538472858430959,5,32,0.9236741065979004,3.838445500693329,61.56210866251911,96.0207076027508
15,2624,2.375832757117147,29.097456455230713,3.8990591320228463,1201.320119380951,4.538472858430959,6,64,2.104468822479248,4.057729188010881,70.791869749896,110.41670880980232
15,2724,1.9844007504113763,18.52889347076416,3.2464083373491213,1201.5730900764465,3.7787754843255836,2,4,0.12443161010742188,2.522684165899597,27.125741379438196,42.65294607256386
15,2724,1.9844007504113763,18.52889347076416,3.2464083373491213,1201.5730900764465,3.7787754843255836,3,8,0.19080710411071777,2.791623955136667,40.67843678037056,63.96341932333496
15,2724,1.9844007504113763,18.52889347076416,3.2464083373491213,1201.5730900764465,3.7787754843255836,4,16,0.3099243640899658,3.133216109211301,57.892306206887355,91.0307806934441
15,2724,1.9844007504113763,18.52889347076416,3.2464083373491213,1201.5730900764465,3.7787754843255836,5,32,1.1229474544525146,3.2426677735104033,63.40790905456883,99.70360211163275
15,2724,1.9844007504113763,18.52889347076416,3.2464083373491213,1201.5730900764465,3.7787754843255836,6,64,3.2132253646850586,3.3517378725768143,68.90428366760001,108.34618874861717
15,2824,2.3617120568158763,9.398502826690674,3.8663882864738497,1201.590241909027,4.506944628228576,2,4,0.1635451316833496,2.9956041143025383,26.84036166294092,42.12813660456053
15,2824,2.3617120568158763,9.398502826690674,3.8663882864738497,1201.590241909027,4.506944628228576,3,8,0.3544332981109619,3.3969049698980602,43.832308434664085,68.79838284662027
15,2824,2.3617120568158763,9.398502826690674,3.8663882864738497,1201.590241909027,4.506944628228576,4,16,0.4633798599243164,3.7178588532605605,57.42219050501346,90.12881108336168
15,2824,2.3617120568158763,9.398502826690674,3.8663882864738497,1201.590241909027,4.506944628228576,5,32,0.44887304306030273,3.8538285108446835,63.1794400897677,99.16528384102797
15,2824,2.3617120568158763,9.398502826690674,3.8663882864738497,1201.590241909027,4.506944628228576,6,64,1.4047777652740479,4.147510846167291,75.6145857915921,118.68325917246285
15,2924,3.2407218513631366,35.139562129974365,5.307721941754094,1201.4240505695343,6.192729493243799,2,4,0.5650346279144287,4.0503148803368,24.981873363588004,39.167537182861714
15,2924,3.2407218513631366,35.139562129974365,5.307721941754094,1201.4240505695343,6.192729493243799,3,8,0.3051118850708008,4.32585474669232,33.48429594081784,52.49796071000359
15,2924,3.2407218513631366,35.139562129974365,5.307721941754094,1201.4240505695343,6.192729493243799,4,16,0.5858049392700195,4.746431797271539,46.462177717444625,72.84518045781064
15,2924,3.2407218513631366,35.139562129974365,5.307721941754094,1201.4240505695343,6.192729493243799,5,32,1.03434419631958,4.965562541867671,53.223965820424205,83.44657063746396
