N,Seed,T_Static,Obj_Static,T_Ours_Offline,T_Ours_Online,Obj_Ours,Impv_Ours,T_K2,Obj_K2,Impv_K2,T_K3,Obj_K3,Impv_K3
20,2024,242.2811963558197,3.28214761347342,3023.9788439273834,0.4378471374511719,4.7378450128370835,44.35197836282362,1201.7808239459991,5.396972547246117,64.43418099451739,1201.0331389904022,6.364803676988231,93.92192023479737
20,2124,93.05197215080261,2.4436773331653967,3034.3738765716553,0.29695868492126465,3.315865535848199,35.691627157380104,1201.8824529647827,4.016559493419493,64.36537831353849,1201.3705127239227,4.691162739170249,91.97144710973731
20,2224,300.181782245636,3.2216379317322046,3040.395203590393,0.698815107345581,4.124474064868113,28.024134066812184,1202.0602700710297,5.299049689784566,64.48309220568997,1201.1979327201843,6.205068883145987,92.60602881620706
20,2324,254.8549485206604,3.0577109428525753,3043.625421524048,0.6316826343536377,4.410458274332359,44.24052360612574,1201.2892181873322,5.016668774172907,64.0661549745051,1201.309720993042,5.795900030230882,89.55029231192853
20,2424,300.20436429977417,3.9486633707451966,3033.4149906635284,0.9921622276306152,5.637296710027929,42.76468214012509,1201.5412454605103,6.490461312987374,64.37109734584658,1200.8736591339111,7.612429479018352,92.78496960306151
