N,Seed,Obj_Static,Obj_K2,Obj_K3,Obj_UB,Depth,Obj_Tree,T_Tree,Obj_Rand,Gap_Tree_UB,Gap_Rand_UB,Gap_K3_UB,Val_Learn,Impv_vs_K2
10,2324,1.7259016564413148,2.7739844706656687,3.2776372673688456,3.9554496494931985,2,2.0131298403532405,0.11966347694396973,1.9606501321613679,96.48258995550643,101.7417378353382,20.679908325196497,2.6766482877809734,-27.428222412861853
10,2324,1.7259016564413148,2.7739844706656687,3.2776372673688456,3.9554496494931985,3,2.265887953491138,0.0881657600402832,2.0063440125150382,74.56510342441646,97.14713054292584,20.679908325196497,12.936163457369911,-18.316487440630976
10,2324,1.7259016564413148,2.7739844706656687,3.2776372673688456,3.9554496494931985,4,2.4688040421721915,0.1593334674835205,2.02876295052802,60.21723806045672,94.96854713675276,20.679908325196497,21.690118676982127,-11.001518996256078
10,2324,1.7259016564413148,2.7739844706656687,3.2776372673688456,3.9554496494931985,5,2.7153498556020073,0.28574204444885254,2.080067667078704,45.669982132606435,90.15966221177435,20.679908325196497,30.541419328704272,-2.113732635626145
10,2324,1.7259016564413148,2.7739844706656687,3.2776372673688456,3.9554496494931985,6,2.8131698488740193,1.4309720993041992,2.1188663534343912,40.60472214560314,86.67763745844367,20.679908325196497,32.76768703765849,1.4126026523482091
10,2324,1.7259016564413148,2.7739844706656687,3.2776372673688456,3.9554496494931985,7,2.9187110852446265,0.9008347988128662,2.1939323498681045,35.520424391771535,80.29041094776662,20.679908325196497,33.03560091176442,5.217282796980765
10,2324,1.7259016564413148,2.7739844706656687,3.2776372673688456,3.9554496494931985,8,2.958828108992753,2.0716447830200195,2.2773411818114297,33.68298203844346,73.68717876286668,20.679908325196497,29.924674116649435,6.663470552260437
10,2324,1.7259016564413148,2.7739844706656687,3.2776372673688456,3.9554496494931985,9,3.089444232838277,7.697221517562866,2.3215688306142876,28.0311069366454,70.37830614079125,20.679908325196497,33.075711221571204,11.372081044740238
10,2424,2.2478835343841137,3.6163936577789735,4.241771900370418,5.076006695362156,2,2.641958803437693,0.24644970893859863,2.2880893543938496,92.13042568102506,121.84477566903713,19.667130024575037,15.465718083269039,-26.944933172450437
10,2424,2.2478835343841137,3.6163936577789735,4.241771900370418,5.076006695362156,3,2.9889745843638234,0.1129922866821289,2.33127375590494,69.82435119777168,117.7353338493609,19.667130024575037,28.212080490031553,-17.34930244846416
10,2424,2.2478835343841137,3.6163936577789735,4.241771900370418,5.076006695362156,4,3.23187378593584,0.43300414085388184,2.431991068615271,57.060796045050935,108.71814707166408,19.667130024575037,32.89003515033496,-10.632688480028143
10,2424,2.2478835343841137,3.6163936577789735,4.241771900370418,5.076006695362156,5,3.451090563680121,0.692612886428833,2.543715569750619,47.084134759688304,99.55087572388442,19.667130024575037,35.67124425072649,-4.570937506852454
10,2424,2.2478835343841137,3.6163936577789735,4.241771900370418,5.076006695362156,6,3.55953754755198,1.6092329025268555,2.7260247652394587,42.602982200682376,86.2054505185785,19.667130024575037,30.57612656131919,-1.5721770251613598
10,2424,2.2478835343841137,3.6163936577789735,4.241771900370418,5.076006695362156,7,3.7824279680245843,6.124362230300903,2.730457963679085,34.199692321256755,85.90312551534842,19.667130024575037,38.52723676170607,4.591156991121967
10,2424,2.2478835343841137,3.6163936577789735,4.241771900370418,5.076006695362156,8,3.8719110037683544,3.4859275817871094,2.7332984471529818,31.098227475319295,85.70993228527061,19.667130024575037,41.657088628625885,7.065529092491225
10,2424,2.2478835343841137,3.6163936577789735,4.241771900370418,5.076006695362156,9,3.9535614867707833,22.913289785385132,2.7815383360801804,28.39073610837329,82.48918699123172,19.667130024575037,42.13578995075976,9.323316566119718
10,2524,1.5676747402329103,2.4554168386347808,2.9159883479587734,3.2622564801118155,2,1.8898072659764922,0.11424565315246582,1.8278998558129937,72.62376639377338,78.47019735448603,11.874811927675703,3.3868053529641493,-23.035175280982813
10,2524,1.5676747402329103,2.4554168386347808,2.9159883479587734,3.2622564801118155,3,2.0895516678287906,0.1407608985900879,1.9870516672250695,56.12231706629957,64.1757249658021,11.874811927675703,5.158396346425306,-14.900328329157029
10,2524,1.5676747402329103,2.4554168386347808,2.9159883479587734,3.2622564801118155,4,2.2994510570473166,0.28571414947509766,2.09523675505731,41.87109876132001,55.698704322442296,11.874811927675703,9.746597920120054,-6.351906492348634
10,2524,1.5676747402329103,2.4554168386347808,2.9159883479587734,3.2622564801118155,5,2.4521944409966245,0.7939541339874268,2.1641330966552483,33.03416831766262,50.74195229275683,11.874811927675703,13.310703707945976,-0.13123627676789498
10,2524,1.5676747402329103,2.4554168386347808,2.9159883479587734,3.2622564801118155,6,2.506954095150232,0.8410911560058594,2.230469614141038,30.128289401977305,46.258727732909406,11.874811927675703,12.395796797961285,2.098920871785914
10,2524,1.5676747402329103,2.4554168386347808,2.9159883479587734,3.2622564801118155,7,2.5824214583834215,2.9194858074188232,2.242157631923593,26.325486861233184,45.49630381308465,11.874811927675703,15.175731697682156,5.17242603171426
10,2524,1.5676747402329103,2.4554168386347808,2.9159883479587734,3.2622564801118155,8,2.6377439432640424,3.7569527626037598,2.2545485730582153,23.67601064699927,44.69665985890382,11.874811927675703,16.996545329960938,7.425505183496095
10,2524,1.5676747402329103,2.4554168386347808,2.9159883479587734,3.2622564801118155,9,2.6807496785323313,6.502198219299316,2.3391963499321493,21.691947078693676,39.46056645507507,11.874811927675703,14.601310771115433,9.176968910208998
10,2624,1.657267161811712,2.6468948766123503,3.172412751609338,3.6230931960483983,2,2.010039379553774,0.14112424850463867,1.6572671618117125,80.24986141578579,118.61853535356718,14.206236064661953,21.286381934727622,-24.060475642072376
10,2624,1.657267161811712,2.6468948766123503,3.172412751609338,3.6230931960483983,3,2.3523992874261004,0.08990764617919922,1.6765901829072012,54.016931369361174,116.09891510672978,14.206236064661953,40.30854477192803,-11.126078024041608
10,2624,1.657267161811712,2.6468948766123503,3.172412751609338,3.6230931960483983,4,2.5363303146827456,0.19691228866577148,1.9078526491635224,42.8478449780146,89.90424641215897,14.206236064661953,32.94162501463478,-4.177142164070817
10,2624,1.657267161811712,2.6468948766123503,3.172412751609338,3.6230931960483983,5,2.626563036246049,0.4732809066772461,2.116595386500246,37.9404623475786,71.17552174386626,14.206236064661953,24.09377120437864,-0.7681393222659225
10,2624,1.657267161811712,2.6468948766123503,3.172412751609338,3.6230931960483983,6,2.684075459018641,1.0847744941711426,2.1515260150210347,34.98477413794781,68.39643912058281,14.206236064661953,24.752173121755146,1.4046867797740568
10,2624,1.657267161811712,2.6468948766123503,3.172412751609338,3.6230931960483983,7,2.784688675856958,3.0344130992889404,2.2214166714861756,30.10765718481727,63.098316608224195,14.206236064661953,25.356431848237698,5.205865954939781
10,2624,1.657267161811712,2.6468948766123503,3.172412751609338,3.6230931960483983,8,2.7977082017457375,3.950895309448242,2.2214166714861756,29.50218302922478,63.098316608224195,14.206236064661953,25.94252296999331,5.697745175524569
10,2624,1.657267161811712,2.6468948766123503,3.172412751609338,3.6230931960483983,9,2.849639338972211,20.120466709136963,2.298079399998101,27.142166606780194,57.657441951370025,14.206236064661953,24.000908714231805,7.659709652668367
10,2724,1.3617788099231927,2.1842970794550425,2.568694631399188,2.885627856101563,2,1.6396256743637858,0.03741002082824707,1.4776864784876316,75.99308800902108,95.28011510634636,12.338299026604775,10.9589685115001,-24.935775001225842
10,2724,1.3617788099231927,2.1842970794550425,2.568694631399188,2.885627856101563,3,1.6987160509307992,0.10190391540527344,1.5321468247533017,69.87111262770513,88.3388595323553,12.338299026604775,10.871622972838631,-22.23053965925689
10,2724,1.3617788099231927,2.1842970794550425,2.568694631399188,2.885627856101563,4,1.9356891795619076,0.3299098014831543,1.6574777662967923,49.07495927391861,74.09753028233712,12.338299026604775,16.78522746562731,-11.381597413258447
10,2724,1.3617788099231927,2.1842970794550425,2.568694631399188,2.885627856101563,5,2.0701147807615143,0.7145082950592041,1.6854304765538548,39.394582509094164,71.21013867043112,12.338299026604775,22.824098030683004,-5.227416168226318
10,2724,1.3617788099231927,2.1842970794550425,2.568694631399188,2.885627856101563,6,2.143877590782195,1.5922727584838867,1.7603960148268336,34.59853624612681,63.91924497655806,12.338299026604775,21.78382436255876,-1.8504574791141375
10,2724,1.3617788099231927,2.1842970794550425,2.568694631399188,2.885627856101563,7,2.3194575774303825,1.6897094249725342,1.7780207542742,24.409598355250527,62.29438543755895,12.338299026604775,30.45165934394285,6.1878257882879675
10,2724,1.3617788099231927,2.1842970794550425,2.568694631399188,2.885627856101563,8,2.348998060165366,7.856081485748291,1.8419834075255384,22.845050621217585,56.6587323377697,12.338299026604775,27.525473387457644,7.540228033057413
10,2724,1.3617788099231927,2.1842970794550425,2.568694631399188,2.885627856101563,9,2.3949438908489604,10.301251649856567,1.936097900354664,20.48832822879473,49.043488739539434,12.338299026604775,23.699524203308258,9.643688735163806
10,2824,1.3320262118426522,2.1336093585016362,2.4941713806852643,2.8856749378819164,2,1.5812002613376257,0.08603191375732422,1.4856392621799426,82.49901726178331,94.23792917586475,15.696738412942896,6.432315138027676,-25.890826498434055
10,2824,1.3320262118426522,2.1336093585016362,2.4941713806852643,2.8856749378819164,3,1.8074368372360157,0.11672663688659668,1.635396058842611,59.65564485754166,76.45113685330405,15.696738412942896,10.51982346803256,-15.287358951906773
10,2824,1.3320262118426522,2.1336093585016362,2.4941713806852643,2.8856749378819164,4,1.939341406550818,0.13720488548278809,1.718037342845978,48.79664447603289,67.96345841364037,15.696738412942896,12.881213823806851,-9.105132163801818
10,2824,1.3320262118426522,2.1336093585016362,2.4941713806852643,2.8856749378819164,5,2.032879771658836,0.5948681831359863,1.8776337845022795,41.95010340071402,53.68678182614013,15.696738412942896,8.268171804210944,-4.721088536729119
10,2824,1.3320262118426522,2.1336093585016362,2.4941713806852643,2.8856749378819164,6,2.1087268755017794,0.3577156066894531,1.8851233673974868,36.8444141062725,53.07618524010683,15.696738412942896,11.861478774887248,-1.1662154977296781
10,2824,1.3320262118426522,2.1336093585016362,2.4941713806852643,2.8856749378819164,7,2.193606748180339,0.8245582580566406,2.0625256938911862,31.549328076952182,39.90976919360295,15.696738412942896,6.3553658835567575,2.8120138037282003
10,2824,1.3320262118426522,2.1336093585016362,2.4941713806852643,2.8856749378819164,8,2.272485751656649,1.890512228012085,2.0984510452351492,26.98319167802265,37.51452264918346,15.696738412942896,8.293484225742215,6.5089887519307235
10,2824,1.3320262118426522,2.1336093585016362,2.4941713806852643,2.8856749378819164,9,2.294190017080123,7.4106268882751465,2.143954118347101,25.781862722713438,34.59592783201215,15.696738412942896,7.007421355119657,7.5262445741828445
10,2924,2.1663987023898263,3.4865611291024834,4.1163389790203455,5.171743357183372,2,2.5919194476436758,0.14701628684997559,2.2215315341882467,99.53333665075989,132.8008078027639,25.639394217582247,16.672638121734778,-25.659715930152295
10,2924,2.1663987023898263,3.4865611291024834,4.1163389790203455,5.171743357183372,3,2.8814792216841747,0.2294635772705078,2.606899164151413,79.48223670204283,98.38678182502146,25.639394217582247,10.532822339606742,-17.35469091213295
10,2924,2.1663987023898263,3.4865611291024834,4.1163389790203455,5.171743357183372,4,3.2511917365751284,0.4108588695526123,2.658489040800385,59.07223492858012,94.53694477620743,25.639394217582247,22.294720297071436,-6.750760529127571
10,2924,2.1663987023898263,3.4865611291024834,4.1163389790203455,5.171743357183372,5,3.356371278246776,0.4181191921234131,2.7238628035660404,54.08734399267259,89.86798271970979,25.639394217582247,23.22101075915663,-3.7340475624823197
10,2924,2.1663987023898263,3.4865611291024834,4.1163389790203455,5.171743357183372,6,3.4426040094577828,1.8808369636535645,2.982058528780718,50.22765740628798,73.42863351840234,25.639394217582247,15.443877986706351,-1.2607586104769122
10,2924,2.1663987023898263,3.4865611291024834,4.1163389790203455,5.171743357183372,7,3.5622385202919364,2.6606101989746094,3.075771384260613,45.18239943010699,68.14459564999858,25.639394217582247,15.816101889778961,2.170545370846088
10,2924,2.1663987023898263,3.4865611291024834,4.1163389790203455,5.171743357183372,8,3.5787039853788656,3.0745975971221924,3.119622374741113,44.51442137469373,65.78107014034215,25.639394217582247,14.715935311749082,2.6428005379645176
10,2924,2.1663987023898263,3.4865611291024834,4.1163389790203455,5.171743357183372,9,3.5787039853788656,5.109820127487183,3.18115735663798,44.51442137469373,62.57427022249386,25.639394217582247,12.496918076414637,2.6428005379645176
10,3024,1.5340035020110636,2.437783085857518,2.8873440035879936,3.5619088411007267,2,2.0199132890455163,0.04619956016540527,1.83188371405197,76.33969044205162,94.43968052000906,23.36281498409877,10.26427461258668,-17.141385516874703
10,3024,1.5340035020110636,2.437783085857518,2.8873440035879936,3.5619088411007267,3,2.2116191268984156,0.09021854400634766,1.864021306026492,61.05435143780672,91.08734592168356,23.36281498409877,18.647738614795816,-9.27744393138025
10,3024,1.5340035020110636,2.437783085857518,2.8873440035879936,3.5619088411007267,4,2.248514155349666,0.45325326919555664,1.9592734519370212,58.41167077495293,81.79743300146653,23.36281498409877,14.762651080005668,-7.763977509150465
10,3024,1.5340035020110636,2.437783085857518,2.8873440035879936,3.5619088411007267,5,2.4018747687210498,0.9008889198303223,1.9995429818132273,48.29702561875746,78.13614778466594,23.36281498409877,20.12118721964054,-1.4729906587992052
10,3024,1.5340035020110636,2.437783085857518,2.8873440035879936,3.5619088411007267,6,2.52499412541032,0.6773521900177002,2.020083241576374,41.06602487726203,76.32485472832235,23.36281498409877,24.994558315326554,3.5774733223290194
10,3024,1.5340035020110636,2.437783085857518,2.8873440035879936,3.5619088411007267,7,2.563844553938919,1.6762089729309082,2.0586652672982346,38.928424331672076,73.02030095331278,23.36281498409877,24.539165966678752,5.1711519705231535
10,3024,1.5340035020110636,2.437783085857518,2.8873440035879936,3.5619088411007267,8,2.6936889124455075,9.547248363494873,2.0900350779749424,32.231633157185634,70.42340000110902,23.36281498409877,28.88247383175271,10.497481423699831
10,3024,1.5340035020110636,2.437783085857518,2.8873440035879936,3.5619088411007267,9,2.707580980269919,25.78326392173767,2.143348233403776,31.553178540412098,66.18432719372832,23.36281498409877,26.324828512355413,11.06734622853028
10,3124,2.011618254435935,3.2243484734991803,3.744496003942097,4.530783164483124,2,2.519168028940091,0.07927894592285156,2.274081509259439,79.85236047908226,99.23574181642178,20.998477758108063,10.777385009408265,-21.87047865188721
10,3124,2.011618254435935,3.2243484734991803,3.744496003942097,4.530783164483124,3,2.7360654804879907,0.10881829261779785,2.556328713305316,65.59483670233784,77.23789358156728,20.998477758108063,7.0310506722852715,-15.143617292745256
10,3124,2.011618254435935,3.2243484734991803,3.744496003942097,4.530783164483124,4,2.948344972805275,0.34810304641723633,2.565015839281796,53.67208404287233,76.6376290975163,20.998477758108063,14.944513310717461,-8.559977402019955
10,3124,2.011618254435935,3.2243484734991803,3.744496003942097,4.530783164483124,5,3.134444130803314,0.4150528907775879,2.6541450850856867,44.54821893162751,70.70593427400564,20.998477758108063,18.096186542949347,-2.78829485816397
10,3124,2.011618254435935,3.2243484734991803,3.744496003942097,4.530783164483124,6,3.2373830044014666,0.8317201137542725,2.6541450850856854,39.95202786705131,70.70593427400573,20.998477758108063,21.974605781467755,0.4042531695757065
10,3124,2.011618254435935,3.2243484734991803,3.744496003942097,4.530783164483124,7,3.3717348388946657,0.9442520141601562,2.7086560984723222,34.37542929587017,67.27052086968435,20.998477758108063,24.479989940262953,4.57104331640483
10,3124,2.011618254435935,3.2243484734991803,3.744496003942097,4.530783164483124,8,3.510815075852301,3.1415507793426514,2.8792406873289376,29.052173543581205,57.36034797029479,20.998477758108063,21.935449554558527,8.88448022003765
10,3124,2.011618254435935,3.2243484734991803,3.744496003942097,4.530783164483124,9,3.5346494787345426,7.572677850723267,2.943546059354669,28.181965191785064,53.9226182679959,20.998477758108063,20.08133752489895,9.623680808253717
10,3224,1.6433857263062464,2.5918317296428905,2.959890372119844,3.923542588218666,2,2.1686129932195124,0.06098604202270508,1.7981893210169526,80.92405608959271,118.19407680609157,32.55702390790454,20.599814929001436,-16.32894341029193
10,3224,1.6433857263062464,2.5918317296428905,2.959890372119844,3.923542588218666,3,2.30698541624731,0.1640787124633789,1.7981893210169517,70.07227529859948,118.19407680609169,32.55702390790454,28.294912514696325,-10.990154574380005
10,3224,1.6433857263062464,2.5918317296428905,2.959890372119844,3.923542588218666,4,2.329972626592224,0.3114285469055176,1.9549374938173765,68.39436409848165,100.6991323572819,32.55702390790454,19.18399611040874,-10.1032447460139
10,3224,1.6433857263062464,2.5918317296428905,2.959890372119844,3.923542588218666,5,2.4457509340228074,0.2508389949798584,2.0046550135300434,60.42281876041912,95.72158609523586,32.55702390790454,22.003582537427626,-5.636199061434074
10,3224,1.6433857263062464,2.5918317296428905,2.959890372119844,3.923542588218666,6,2.606607525474517,0.209336519241333,2.058622866832949,50.52295176292061,90.59064442700807,32.55702390790454,26.61899211702651,0.570090861325416
10,3224,1.6433857263062464,2.5918317296428905,2.959890372119844,3.923542588218666,7,2.7175510472697777,0.4557645320892334,2.058622866832949,44.377879935705465,90.59064442700807,32.55702390790454,32.008202719060655,4.8505972123510155
10,3224,1.6433857263062464,2.5918317296428905,2.959890372119844,3.923542588218666,8,2.782169100444596,0.8316786289215088,2.0746430723649087,41.02459076235433,89.1189207667503,32.55702390790454,34.10350616470959,7.343739511512598
10,3224,1.6433857263062464,2.5918317296428905,2.959890372119844,3.923542588218666,9,2.782169100444596,2.5610997676849365,2.0936016624458236,41.02459076235433,87.40635616591157,32.55702390790454,32.88913313119756,7.343739511512598
10,3324,1.5896252942113047,2.550358131460628,2.9878205834113234,3.79566878197255,2,2.035597870063192,0.029021501541137695,1.88539235991069,86.46456836068116,101.31983467634018,27.038042479741918,7.966803798845184,-20.183842223861525
10,3324,1.5896252942113047,2.550358131460628,2.9878205834113234,3.79566878197255,3,2.2060058852979654,0.03820395469665527,1.8908122035926498,72.06068248815522,100.74276941732052,27.038042479741918,16.669750761415113,-13.502113366543028
10,3324,1.5896252942113047,2.550358131460628,2.9878205834113234,3.79566878197255,4,2.257998870259149,0.10401201248168945,1.957262186675267,68.09879012636192,93.92745682274278,27.038042479741918,15.365171085981727,-11.463459095999214
10,3324,1.5896252942113047,2.550358131460628,2.9878205834113234,3.79566878197255,5,2.439737599425187,0.21824884414672852,2.0326126730696092,55.576926914879145,86.73841958489858,27.038042479741918,20.02963632715849,-4.337450912122956
10,3324,1.5896252942113047,2.550358131460628,2.9878205834113234,3.79566878197255,6,2.5208133360891307,0.45255541801452637,2.0454030809615875,50.57317920498112,85.57069837736458,27.038042479741918,23.242863939759136,-1.1584567283723555
10,3324,1.5896252942113047,2.550358131460628,2.9878205834113234,3.79566878197255,7,2.6746335018874983,2.1710424423217773,2.090591224066295,41.913603463574844,81.55958650729438,27.038042479741918,27.93670379449954,4.872859575831261
10,3324,1.5896252942113047,2.550358131460628,2.9878205834113234,3.79566878197255,8,2.7578621546333326,4.218475341796875,2.1005817980558725,37.630837552763666,80.69607122586284,27.038042479741918,31.290395698267275,8.136269985496671
10,3324,1.5896252942113047,2.550358131460628,2.9878205834113234,3.79566878197255,9,2.8668234051431303,9.18642807006836,2.127046130536992,32.399811413673234,78.44788260489204,27.038042479741918,34.77955950204874,12.408660171238699
10,3424,2.273588716001149,3.5934298272734644,4.240156563338924,4.931787679686767,2,2.722616095582399,0.10112524032592773,2.5762127054415593,81.14150164942006,91.4355778647348,16.311452325317358,5.682892170805676,-24.233497620622817
10,3424,2.273588716001149,3.5934298272734644,4.240156563338924,4.931787679686767,3,3.0530778811709354,0.1035451889038086,2.603743226698432,61.53494511562533,89.41144538051529,16.311452325317358,17.2572567780527,-15.037219928474968
10,3424,2.273588716001149,3.5934298272734644,4.240156563338924,4.931787679686767,4,3.265249410758556,0.6057851314544678,2.624570897516665,51.03862092240773,87.90834282103643,16.311452325317358,24.410790878161944,-9.132790461749945
10,3424,2.273588716001149,3.5934298272734644,4.240156563338924,4.931787679686767,5,3.4935830215054398,0.79681396484375,2.7929347224455703,41.16703823347477,76.58084308423645,16.311452325317358,25.086454525022432,-2.778593448804981
10,3424,2.273588716001149,3.5934298272734644,4.240156563338924,4.931787679686767,6,3.63105195983166,1.3425910472869873,2.848092901197482,35.822558703219734,73.16105375682075,16.311452325317358,27.49064324077992,1.0469700082258684
10,3424,2.273588716001149,3.5934298272734644,4.240156563338924,4.931787679686767,7,3.8016783475072016,0.9288315773010254,2.8480929011974814,29.72658991312586,73.16105375682078,16.311452325317358,33.48154289169377,5.795257741035309
10,3424,2.273588716001149,3.5934298272734644,4.240156563338924,4.931787679686767,8,3.9096951925056893,6.209557294845581,2.94875496498592,26.142510780387152,67.24983046227159,16.311452325317358,32.587998627561696,8.801211667800763
10,3424,2.273588716001149,3.5934298272734644,4.240156563338924,4.931787679686767,9,4.001305933883237,13.397421836853027,2.9487892027186455,23.254451451066753,67.24788856185074,16.311452325317358,35.69318316121818,11.350607253105895
10,3524,1.7236249038415155,2.766635343631096,3.2148462965080067,4.027541512775175,2,2.1047571888876604,0.019083261489868164,1.7292367716728576,91.35421102439295,132.9086206557443,25.27944235312041,21.715962982415974,-23.923577650632755
10,3524,1.7236249038415155,2.766635343631096,3.2148462965080067,4.027541512775175,3,2.261189044642022,0.0361628532409668,1.946860120924559,78.11608995358418,106.87369726709,25.27944235312041,16.14542926526169,-18.269350174847993
10,3524,1.7236249038415155,2.766635343631096,3.2148462965080067,4.027541512775175,4,2.4856259748925997,0.14200711250305176,1.9568637670619626,62.03328873521282,105.81614216415942,25.27944235312041,27.020900316659308,-10.157080129312703
10,3524,1.7236249038415155,2.766635343631096,3.2148462965080067,4.027541512775175,5,2.7287479120528637,0.36684226989746094,2.1123813066645294,47.59668692683363,90.66356533587687,25.27944235312041,29.17875685813482,-1.3694407419991446
10,3524,1.7236249038415155,2.766635343631096,3.2148462965080067,4.027541512775175,6,2.7747646128161043,1.0811784267425537,2.1336394878677325,45.148943235499495,88.76391891303653,25.27944235312041,30.048427983917968,0.2938323333330587
10,3524,1.7236249038415155,2.766635343631096,3.2148462965080067,4.027541512775175,7,2.900301998302415,1.3053011894226074,2.149454454177801,38.866280653964566,87.37505718937274,25.27944235312041,34.93200531256777,4.831379566484074
10,3524,1.7236249038415155,2.766635343631096,3.2148462965080067,4.027541512775175,8,2.977707168937189,0.8892238140106201,2.2931221357892038,35.25646694845066,75.63571734433809,25.27944235312041,29.853840860176312,7.629188493958501
